1,1,7988999,224,fix  bug 63392,xuzhi,closed,Bugfix,"i delete these code if(time->relative.weekday == 0)time->relative.weekday == 7; these code cause bug 63392  , bug test  script blow
<?php

$dt = new DateTime(""2012-05-13"");
$dt->modify(""Sunday this week"");
var_dump($dt->format('r'));
## Expected result:

",https://api.github.com/repos/php/php-src/issues/224,https://github.com/php/php-src/pull/224,https://api.github.com/repos/php/php-src/pulls/224,2012-10-31T03:49:21Z,2016-08-07T09:35:35Z,2016-08-07T09:35:35Z,2830549,2017-03-20 14:12:25,2017-03-20 14:14:18
2,1,24101836,542,Fix bug #54379 PDO_OCI: UTF-8 output gets truncated,gureedo,closed,Bugfix,"Oracle docs defines three versions of utf8 encoding.
- AL32UTF8 and UTFE character can occupy up to 4 bytes.
- UTF8 character can occupy up to 6 bytes.
  Details here: http://docs.oracle.com/cd/B19306_01/server.102/b14225/ch6unicode.htm#i1006998 
  We can",https://api.github.com/repos/php/php-src/issues/542,https://github.com/php/php-src/pull/542,https://api.github.com/repos/php/php-src/pulls/542,2013-12-11T11:46:28Z,2017-01-04T22:18:46Z,2017-01-04T22:18:39Z,10723009,2017-03-20 14:12:25,2017-03-20 14:14:19
3,1,29088930,620,Fix #44643: PDO-ODBC: bound parameters ignore explicit type definitions,billschaller,closed,Bugfix,"This bug is also referenced in
[#44643](https://bugs.php.net/bug.php?id=44643)
pdo_odbc has had well-documented issues with parameterised queries accessing SQL Server for a long time. The issue is that when SQLDescribeParam does not return information abo",https://api.github.com/repos/php/php-src/issues/620,https://github.com/php/php-src/pull/620,https://api.github.com/repos/php/php-src/pulls/620,2014-03-10T11:45:55Z,2017-01-11T04:34:11Z,2017-01-04T12:38:51Z,13367779,2017-03-20 14:12:25,2017-03-20 14:14:20
4,1,30286650,633,Fix bug #55138 PDO OCI cannot insert more than 1332 bytes,gureedo,closed,Bugfix,"According to Oracle docs `value_sz` defines size in bytes, not characters.
`OCIBindByName()` docs:
http://docs.oracle.com/cd/E16655_01/appdev.121/e17625/oci16rel003.htm#LNOCI17140

```
value_sz (IN)
The maximum size possible in bytes of any data value (pa",https://api.github.com/repos/php/php-src/issues/633,https://github.com/php/php-src/pull/633,https://api.github.com/repos/php/php-src/pulls/633,2014-03-27T10:00:31Z,2017-01-04T22:19:27Z,2017-01-04T22:19:20Z,14049774,2017-03-20 14:12:25,2017-03-20 14:14:21
5,1,37259564,710,* double fastcgi_end_request on max_children limit,dmitry-saprykin,closed,Bugfix,"Php sends 2 fastcgi FCGI_END_REQUEST records instead of one when `fastcgi_finish_request();` called and fpm param max_requests exceeded.
- one is sent on `fastcgi_finish_request();` call
- other is sent in block
  `
  fpm_main.c:1951
  requests++;
  if (m",https://api.github.com/repos/php/php-src/issues/710,https://github.com/php/php-src/pull/710,https://api.github.com/repos/php/php-src/pulls/710,2014-07-07T11:15:50Z,2015-03-11T09:30:31Z,2015-03-08T15:27:31Z,18038505,2017-03-20 14:12:25,2017-03-20 14:14:22
6,1,37682293,714,Fix php cli (-S option) inconsistent port parsing,nil0x42,closed,Bugfix,"## Description

The php cli server (-S) option parser uses strtol(3) to retrieve the port
from address argument. Therefore, htons(3) is used to normalize the
address port, which leads to an unverified cast.

The issue may appear trivial, therefore, assumi",https://api.github.com/repos/php/php-src/issues/714,https://github.com/php/php-src/pull/714,https://api.github.com/repos/php/php-src/pulls/714,2014-07-11T17:54:13Z,2014-12-01T06:48:40Z,2014-12-01T06:48:40Z,18292147,2017-03-20 14:12:25,2017-03-20 14:14:23
7,1,37740017,718,Fix #53092 - dns_get_record does not return false on dns server failure,datibbaw,closed,Bugfix,"This aims to fix [bug 53092](https://bugs.php.net/bug.php?id=53092) by making `dns_get_record()` return `false` when an error has occurred during the query.

It's similar to its Windows counter part and adds a few useful warning messages when a request fa",https://api.github.com/repos/php/php-src/issues/718,https://github.com/php/php-src/pull/718,https://api.github.com/repos/php/php-src/pulls/718,2014-07-13T12:06:49Z,2014-12-01T06:48:27Z,2014-12-01T06:48:27Z,18322795,2017-03-20 14:12:25,2017-03-20 14:14:24
8,1,37766324,719,PostgreSQL - Convert Boolean & Integers to 'native' types,nathan-muir,closed,Bugfix,"Hi,

This PR fixes a long standing issue with the pgsql extension and native boolean & integer types. (https://bugs.php.net/bug.php?id=29213, https://bugs.php.net/bug.php?id=47051) It's also a source of developer confusion, and ends up with questions like",https://api.github.com/repos/php/php-src/issues/719,https://github.com/php/php-src/pull/719,https://api.github.com/repos/php/php-src/pulls/719,2014-07-14T08:06:55Z,2016-04-16T03:22:57Z,2016-04-16T03:22:57Z,18335947,2017-03-20 14:12:25,2017-03-20 14:14:24
9,1,38093037,728,Fixed bug #67643 (curl_multi_getcontent returns '' when RETURNTRANSFER isn't set),Jille,closed,Bugfix,,https://api.github.com/repos/php/php-src/issues/728,https://github.com/php/php-src/pull/728,https://api.github.com/repos/php/php-src/pulls/728,2014-07-17T15:24:19Z,2014-12-01T17:44:06Z,2014-12-01T06:24:52Z,18535009,2017-03-20 14:12:25,2017-03-20 14:14:25
10,1,38927862,747,Fix #66606: Sets HTTP_CONTENT_TYPE but not CONTENT_TYPE,evliu,closed,Bugfix,,https://api.github.com/repos/php/php-src/issues/747,https://github.com/php/php-src/pull/747,https://api.github.com/repos/php/php-src/pulls/747,2014-07-28T20:13:11Z,2015-08-08T21:31:51Z,2015-08-08T21:31:51Z,18990463,2017-03-20 14:12:25,2017-03-20 14:14:26
11,1,39446998,760,remove 'broken tar' detection by filename,nike-17,closed,Bugfix,"Really confuding place, that occure bugs like this
https://bugs.php.net/bug.php?id=67761
We can't handle file as tar just because it contain .tar
",https://api.github.com/repos/php/php-src/issues/760,https://github.com/php/php-src/pull/760,https://api.github.com/repos/php/php-src/pulls/760,2014-08-04T18:26:18Z,2015-03-30T12:49:34Z,2015-03-30T12:49:34Z,19298587,2017-03-20 14:12:25,2017-03-20 14:14:26
12,1,39886540,766,Fix bug #66091 (memory leak in DateTime::createFromFormat()),Entea,closed,Bugfix,,https://api.github.com/repos/php/php-src/issues/766,https://github.com/php/php-src/pull/766,https://api.github.com/repos/php/php-src/pulls/766,2014-08-09T14:35:10Z,2016-03-03T19:37:37Z,2016-03-03T19:37:37Z,19564789,2017-03-20 14:12:25,2017-03-20 14:14:27
13,1,41259773,783,fix the bug of curl_setopt,redfoxli,closed,Bugfix,"curl_setopt will  modify the type of param
the bugs is here: https://bugs.php.net/bug.php?id=67704
",https://api.github.com/repos/php/php-src/issues/783,https://github.com/php/php-src/pull/783,https://api.github.com/repos/php/php-src/pulls/783,2014-08-27T08:31:08Z,2014-11-26T08:53:19Z,2014-11-26T08:28:28Z,20359151,2017-03-20 14:12:25,2017-03-20 14:14:28
14,1,41399264,787,Bug #67913 - mysqlnd ignores MYSQLI_OPT_CONNECT_TIMEOUT option,ablyler,closed,Bugfix,,https://api.github.com/repos/php/php-src/issues/787,https://github.com/php/php-src/pull/787,https://api.github.com/repos/php/php-src/pulls/787,2014-08-28T14:56:02Z,2017-01-02T15:05:58Z,2017-01-02T15:05:58Z,20443781,2017-03-20 14:12:25,2017-03-20 14:14:29
15,1,41564342,789,Bug 66777,bor0,closed,Bugfix,"https://bugs.php.net/bug.php?id=66777

Remove upper bound for reallocations
",https://api.github.com/repos/php/php-src/issues/789,https://github.com/php/php-src/pull/789,https://api.github.com/repos/php/php-src/pulls/789,2014-08-30T14:25:35Z,2017-01-04T08:36:57Z,2017-01-04T08:36:57Z,20536115,2017-03-20 14:12:25,2017-03-20 14:14:30
16,1,41564541,790,Bug 67634,bor0,closed,Bugfix,"https://bugs.php.net/bug.php?id=67634

Create clone of object instead of updating the values of the original object
",https://api.github.com/repos/php/php-src/issues/790,https://github.com/php/php-src/pull/790,https://api.github.com/repos/php/php-src/pulls/790,2014-08-30T14:36:53Z,2017-01-04T08:38:31Z,2017-01-04T08:38:31Z,20536204,2017-03-20 14:12:25,2017-03-20 14:14:31
