1,1,1,2830549,5,7194de244278ab6816bafb03a5752dee53f96372,https://api.github.com/repos/php/php-src/pulls/224/commits,0,2682065,xuzhi,fix  bug 63392,"i delete these code if(time->relative.weekday == 0)time->relative.weekday == 7; these code cause bug 63392  , bug test  script blow
<?php

$dt = new DateTime(""2012-05-13"");
$dt->modify(""Sunday this week"");
var_dump($dt->format('r'));
## Expected result:

",https://api.github.com/repos/php/php-src/pulls/224,https://github.com/php/php-src/pull/224,closed,2012-10-31T03:49:21Z,2016-08-07T09:35:35Z,2016-08-07T09:35:35Z,,86fc56c34667a97749fe828f683ffd85aaf14d1c,2017-03-20 14:14:18,2017-03-20 14:17:11
2,1,2,10723009,1,a5c39020cf98bf83f53f5efd5747f102a413c315,https://api.github.com/repos/php/php-src/pulls/542/commits,0,1492714,gureedo,Fix bug #54379 PDO_OCI: UTF-8 output gets truncated,"Oracle docs defines three versions of utf8 encoding.
- AL32UTF8 and UTFE character can occupy up to 4 bytes.
- UTF8 character can occupy up to 6 bytes.
  Details here: http://docs.oracle.com/cd/B19306_01/server.102/b14225/ch6unicode.htm#i1006998 
  We can",https://api.github.com/repos/php/php-src/pulls/542,https://github.com/php/php-src/pull/542,closed,2013-12-11T11:46:28Z,2017-01-04T22:18:46Z,2017-01-04T22:18:39Z,,ec03eaef2e9a1aa72bfa85dcf328a2ddada90af1,2017-03-20 14:14:19,2017-03-20 14:17:12
3,1,3,13367779,2,761e83e5b287ce115708dee095ebddd694e06f35,https://api.github.com/repos/php/php-src/pulls/620/commits,0,4266849,billschaller,Fix #44643: PDO-ODBC: bound parameters ignore explicit type definitions,"This bug is also referenced in
[#44643](https://bugs.php.net/bug.php?id=44643)
pdo_odbc has had well-documented issues with parameterised queries accessing SQL Server for a long time. The issue is that when SQLDescribeParam does not return information abo",https://api.github.com/repos/php/php-src/pulls/620,https://github.com/php/php-src/pull/620,closed,2014-03-10T11:45:55Z,2017-01-11T04:34:11Z,2017-01-04T12:38:51Z,,1c35578e2267e4f9ce76f1fdd989afe4ee304a59,2017-03-20 14:14:20,2017-03-20 14:17:12
4,1,4,14049774,1,5037fc134b9ec411b3b7769ddfe0cdc80b6623e0,https://api.github.com/repos/php/php-src/pulls/633/commits,0,1492714,gureedo,Fix bug #55138 PDO OCI cannot insert more than 1332 bytes,"According to Oracle docs `value_sz` defines size in bytes, not characters.
`OCIBindByName()` docs:
http://docs.oracle.com/cd/E16655_01/appdev.121/e17625/oci16rel003.htm#LNOCI17140

```
value_sz (IN)
The maximum size possible in bytes of any data value (pa",https://api.github.com/repos/php/php-src/pulls/633,https://github.com/php/php-src/pull/633,closed,2014-03-27T10:00:31Z,2017-01-04T22:19:27Z,2017-01-04T22:19:20Z,,146d52a1abab46fd44acc8b9f5afae1e5085e66e,2017-03-20 14:14:21,2017-03-20 14:17:13
5,1,5,18038505,1,726f1b81783bd3054d8a2f5f37c06b6a175dfcb8,https://api.github.com/repos/php/php-src/pulls/710/commits,0,3120354,dmitry-saprykin,* double fastcgi_end_request on max_children limit,"Php sends 2 fastcgi FCGI_END_REQUEST records instead of one when `fastcgi_finish_request();` called and fpm param max_requests exceeded.
- one is sent on `fastcgi_finish_request();` call
- other is sent in block
  `
  fpm_main.c:1951
  requests++;
  if (m",https://api.github.com/repos/php/php-src/pulls/710,https://github.com/php/php-src/pull/710,closed,2014-07-07T11:15:50Z,2015-03-11T09:30:31Z,2015-03-08T15:27:31Z,,db2846de2cf53353b989873caecbb6545794dde9,2017-03-20 14:14:22,2017-03-20 14:17:13
6,1,6,18292147,0,3b166a58050df320b89b6eda83a0478916b77711,https://api.github.com/repos/php/php-src/pulls/714/commits,0,3504393,nil0x42,Fix php cli (-S option) inconsistent port parsing,"## Description

The php cli server (-S) option parser uses strtol(3) to retrieve the port
from address argument. Therefore, htons(3) is used to normalize the
address port, which leads to an unverified cast.

The issue may appear trivial, therefore, assumi",https://api.github.com/repos/php/php-src/pulls/714,https://github.com/php/php-src/pull/714,closed,2014-07-11T17:54:13Z,2014-12-01T06:48:40Z,2014-12-01T06:48:40Z,,cd8ed98bc92dd201f4eb467f43d3f9c03149871d,2017-03-20 14:14:23,2017-03-20 14:29:00
7,1,7,18322795,3,0a18049c5a5d3efb15efd2394d2e9f1666b06629,https://api.github.com/repos/php/php-src/pulls/718/commits,0,87972,datibbaw,Fix #53092 - dns_get_record does not return false on dns server failure,"This aims to fix [bug 53092](https://bugs.php.net/bug.php?id=53092) by making `dns_get_record()` return `false` when an error has occurred during the query.

It's similar to its Windows counter part and adds a few useful warning messages when a request fa",https://api.github.com/repos/php/php-src/pulls/718,https://github.com/php/php-src/pull/718,closed,2014-07-13T12:06:49Z,2014-12-01T06:48:27Z,2014-12-01T06:48:27Z,,f9414c40dd668d579839ba3e1c61b4109efd858a,2017-03-20 14:14:24,2017-03-20 14:29:01
8,1,8,18335947,3,3eb3f7d3e1b7c04251b60345df0fe070827fbbf5,https://api.github.com/repos/php/php-src/pulls/719/commits,0,3112329,nathan-muir,PostgreSQL - Convert Boolean & Integers to 'native' types,"Hi,

This PR fixes a long standing issue with the pgsql extension and native boolean & integer types. (https://bugs.php.net/bug.php?id=29213, https://bugs.php.net/bug.php?id=47051) It's also a source of developer confusion, and ends up with questions like",https://api.github.com/repos/php/php-src/pulls/719,https://github.com/php/php-src/pull/719,closed,2014-07-14T08:06:55Z,2016-04-16T03:22:57Z,2016-04-16T03:22:57Z,,133d774533067a19f4389d05727069619fa4f640,2017-03-20 14:14:24,2017-03-20 14:29:01
9,1,9,18535009,2,2177df835a4d44e2601e03ea33d6c7a8158ea36d,https://api.github.com/repos/php/php-src/pulls/728/commits,1,460628,Jille,Fixed bug #67643 (curl_multi_getcontent returns '' when RETURNTRANSFER isn't set),,https://api.github.com/repos/php/php-src/pulls/728,https://github.com/php/php-src/pull/728,closed,2014-07-17T15:24:19Z,2014-12-01T17:44:06Z,2014-12-01T06:24:52Z,2014-12-01T06:24:52Z,00c6033f99f9e4303e273bb5393efbadbb7c43a9,2017-03-20 14:14:25,2017-03-20 14:29:02
10,1,10,18990463,1,3196b289fd547e95834b21ac02221e617f1b6370,https://api.github.com/repos/php/php-src/pulls/747/commits,0,1699644,evliu,Fix #66606: Sets HTTP_CONTENT_TYPE but not CONTENT_TYPE,,https://api.github.com/repos/php/php-src/pulls/747,https://github.com/php/php-src/pull/747,closed,2014-07-28T20:13:11Z,2015-08-08T21:31:51Z,2015-08-08T21:31:51Z,,523cd8201a343746081ff8e216997a06b7b8540c,2017-03-20 14:14:26,2017-03-20 14:29:02
11,1,11,19298587,1,c0b89d544ac151cabfb7f2ee1170f174505f2951,https://api.github.com/repos/php/php-src/pulls/760/commits,0,676670,nike-17,remove 'broken tar' detection by filename,"Really confuding place, that occure bugs like this
https://bugs.php.net/bug.php?id=67761
We can't handle file as tar just because it contain .tar
",https://api.github.com/repos/php/php-src/pulls/760,https://github.com/php/php-src/pull/760,closed,2014-08-04T18:26:18Z,2015-03-30T12:49:34Z,2015-03-30T12:49:34Z,,0,2017-03-20 14:14:26,2017-03-20 14:14:26
12,1,12,19564789,1,990407f22a96f13c4a06722548a504e17b641e0e,https://api.github.com/repos/php/php-src/pulls/766/commits,0,531803,Entea,Fix bug #66091 (memory leak in DateTime::createFromFormat()),,https://api.github.com/repos/php/php-src/pulls/766,https://github.com/php/php-src/pull/766,closed,2014-08-09T14:35:10Z,2016-03-03T19:37:37Z,2016-03-03T19:37:37Z,,0,2017-03-20 14:14:27,2017-03-20 14:14:27
13,1,13,20359151,1,10b7f2893bf1d402e276df8f6f2ab2cd93c6bfd0,https://api.github.com/repos/php/php-src/pulls/783/commits,0,8423428,redfoxli,fix the bug of curl_setopt,"curl_setopt will  modify the type of param
the bugs is here: https://bugs.php.net/bug.php?id=67704
",https://api.github.com/repos/php/php-src/pulls/783,https://github.com/php/php-src/pull/783,closed,2014-08-27T08:31:08Z,2014-11-26T08:53:19Z,2014-11-26T08:28:28Z,,0,2017-03-20 14:14:28,2017-03-20 14:14:28
14,1,14,20443781,1,29925957ab58b0c32a8690c2dd87d8d321952450,https://api.github.com/repos/php/php-src/pulls/787/commits,0,137642,ablyler,Bug #67913 - mysqlnd ignores MYSQLI_OPT_CONNECT_TIMEOUT option,,https://api.github.com/repos/php/php-src/pulls/787,https://github.com/php/php-src/pull/787,closed,2014-08-28T14:56:02Z,2017-01-02T15:05:58Z,2017-01-02T15:05:58Z,,0,2017-03-20 14:14:29,2017-03-20 14:14:29
15,1,15,20536115,1,3f34317bdd6344d6a1d1c64de80c6b50baf1123a,https://api.github.com/repos/php/php-src/pulls/789/commits,0,1620929,bor0,Bug 66777,"https://bugs.php.net/bug.php?id=66777

Remove upper bound for reallocations
",https://api.github.com/repos/php/php-src/pulls/789,https://github.com/php/php-src/pull/789,closed,2014-08-30T14:25:35Z,2017-01-04T08:36:57Z,2017-01-04T08:36:57Z,,0,2017-03-20 14:14:30,2017-03-20 14:14:30
16,1,16,20536204,1,236bc8add9ec566206c3d34f67a64a800cca507b,https://api.github.com/repos/php/php-src/pulls/790/commits,0,1620929,bor0,Bug 67634,"https://bugs.php.net/bug.php?id=67634

Create clone of object instead of updating the values of the original object
",https://api.github.com/repos/php/php-src/pulls/790,https://github.com/php/php-src/pull/790,closed,2014-08-30T14:36:53Z,2017-01-04T08:38:31Z,2017-01-04T08:38:31Z,,0,2017-03-20 14:14:31,2017-03-20 14:14:31
17,1,17,20587819,0,a0ff87f5c72127292ed9127b03cae1e0b1ded7f1,https://api.github.com/repos/php/php-src/pulls/796/commits,0,35148,tml,Conditional checks against the same value twice,"The comment immediately before implies that one of the 'auto's should probably be 'none'.

Error caught by PVS-Studio (see http://www.viva64.com/en/b/0277/)
",https://api.github.com/repos/php/php-src/pulls/796,https://github.com/php/php-src/pull/796,closed,2014-09-02T00:31:15Z,2015-01-18T20:32:08Z,2015-01-18T20:25:28Z,,0,2017-03-20 14:14:32,2017-03-20 14:14:32
18,1,18,20596708,1,ed5d8581ecc2f9e22d9d0e3beb793e39e3ddd825,https://api.github.com/repos/php/php-src/pulls/798/commits,0,155000,smalyshev,Fix bug #67644 - Memory corruption & crash during ob_start function call...,"...back
",https://api.github.com/repos/php/php-src/pulls/798,https://github.com/php/php-src/pull/798,closed,2014-09-02T07:52:58Z,2017-02-22T08:21:34Z,2017-02-22T08:21:34Z,,0,2017-03-20 14:14:33,2017-03-20 14:14:33
19,1,19,20774489,0,aa92fe54d07a7c3fbe1bafae2a59bcf3ac0d87b0,https://api.github.com/repos/php/php-src/pulls/806/commits,0,2306088,fisharebest,Fixes #67960 - Long/short day names reversed in jddayofweek(),"See https://bugs.php.net/bug.php?id=67960

We reverse the definitions of the constants, so that `CAL_DOW_LONG` is now `1` and `CAL_DOW_SHORT` is now `2` so that they correspond with the definitions given in the documentation at http://www.php.net/function",https://api.github.com/repos/php/php-src/pulls/806,https://github.com/php/php-src/pull/806,closed,2014-09-04T21:34:25Z,2015-01-02T09:23:10Z,2015-01-02T09:23:10Z,,0,2017-03-20 14:14:33,2017-03-20 14:14:33
20,1,20,21318939,1,70d1523a32b2ba8833bd12f0afc7e0875add0f0a,https://api.github.com/repos/php/php-src/pulls/825/commits,0,8795139,hard-at-work,Fix for PHP ODBC bug #68014 - Result data values can be truncated because...,"This corrects bug 68014 in php versions 5.4.32 to current.
",https://api.github.com/repos/php/php-src/pulls/825,https://github.com/php/php-src/pull/825,closed,2014-09-16T18:39:14Z,2015-04-12T12:46:43Z,2015-04-11T17:19:25Z,,0,2017-03-20 14:14:34,2017-03-20 14:14:34
21,1,21,21366839,2,6ebc146403d6fef135804bd18bfd2a8522df7394,https://api.github.com/repos/php/php-src/pulls/827/commits,0,87972,datibbaw,Use ASCII delimiters for browscap regular expressions,"Fixes [bug 68012](https://bugs.php.net/bug.php?id=68021).

Uses the tilde as the expression delimiter to make them ASCII compatible instead of `\xA7`.
",https://api.github.com/repos/php/php-src/pulls/827,https://github.com/php/php-src/pull/827,closed,2014-09-17T13:44:47Z,2015-03-23T05:15:10Z,2015-03-23T05:15:10Z,,0,2017-03-20 14:14:34,2017-03-20 14:14:34
22,1,22,21673349,4,d29e3b2b14d2ddda383e6caeb8f5bec6e6884d73,https://api.github.com/repos/php/php-src/pulls/838/commits,0,191733,zackse,Bug #34380: preserve errno for stream_select and stream_socket_pair,"When the system calls underneath stream_select() and stream_socket_pair()
fail, errno is logged but is not preserved. This change preservers errno in
posix_globals to allow the caller to query posix_get_last_error() to determine
the cause of the failure.
",https://api.github.com/repos/php/php-src/pulls/838,https://github.com/php/php-src/pull/838,closed,2014-09-23T20:25:23Z,2017-01-05T06:21:16Z,2017-01-05T06:21:16Z,,0,2017-03-20 14:14:35,2017-03-20 14:14:35
23,1,23,21858965,1,14fe1f3ee5d78cf0d6c98a0e2d4c6f1eb97077c7,https://api.github.com/repos/php/php-src/pulls/845/commits,0,357694,manuelm,Opcache: Fix segfault while pre-evaluating a disabled function,"Opcache pass 1 accesses func->module in the ""pre-evaluate constant functions""-step. However if the function has been disabled func->module will be NULL.

I think this will fix https://bugs.php.net/bug.php?id=68104
",https://api.github.com/repos/php/php-src/pulls/845,https://github.com/php/php-src/pull/845,closed,2014-09-26T16:19:44Z,2014-12-01T06:00:06Z,2014-12-01T06:00:06Z,,0,2017-03-20 14:14:36,2017-03-20 14:14:36
24,1,24,21894947,1,184e2985f7ced3920a43673e8702c371c2b8704b,https://api.github.com/repos/php/php-src/pulls/849/commits,0,1016379,ralt,Fixes setcookie to only send one Set-Cookie header per name,"According to the IETF RFC 6265, only one Set-Cookie header should be sent per cookie name.

Fixes https://bugs.php.net/bug.php?id=67736

Cherry-picks and adapts 208deda (#795) for master
",https://api.github.com/repos/php/php-src/pulls/849,https://github.com/php/php-src/pull/849,closed,2014-09-27T22:31:41Z,2017-01-05T06:24:55Z,2017-01-05T06:24:55Z,,0,2017-03-20 14:14:37,2017-03-20 14:14:37
25,1,25,22260568,1,9f2956fcd569de0538239fd3a0fa308785c87462,https://api.github.com/repos/php/php-src/pulls/864/commits,0,87972,datibbaw,Fixed bug #68129,"Empty usernames and passwords are now treated differently from no username or password

For example, empty password:

```
ftp://user:@example.org
```

Empty username:

```
ftp://:password@example.org
```

Empty username and empty password

```
ftp://:@exa",https://api.github.com/repos/php/php-src/pulls/864,https://github.com/php/php-src/pull/864,closed,2014-10-05T23:31:57Z,2014-12-01T05:59:14Z,2014-12-01T05:59:14Z,,0,2017-03-20 14:14:38,2017-03-20 14:14:38
26,1,26,22269197,1,7c3b28c4f43727dc3a746e8779d018810b6b586a,https://api.github.com/repos/php/php-src/pulls/866/commits,0,87972,datibbaw,Fixed #68110,"Addresses [bug 68110](https://bugs.php.net/bug.php?id=68110).

Raise a warning when a variable is dereferenced as an array but is neither a string, array or object.
",https://api.github.com/repos/php/php-src/pulls/866,https://github.com/php/php-src/pull/866,closed,2014-10-06T08:04:58Z,2016-09-19T14:15:19Z,2016-09-19T14:15:19Z,,0,2017-03-20 14:14:39,2017-03-20 14:14:39
