1,1,1,50615,1,,https://api.github.com/repos/bitcoin/bitcoin/pulls/21/commits,1,331997,gavinandresen,Add time to category:move transactions,"Simple oversight.
",https://api.github.com/repos/bitcoin/bitcoin/pulls/21,https://github.com/bitcoin/bitcoin/pull/21,closed,2011-01-05T14:54:03Z,2014-09-11T05:04:53Z,2011-01-06T21:59:02Z,2011-01-06T13:59:02Z,f86655fdddb519f59ab70043d0c065aca807b94f,2017-03-25 01:07:24,2017-03-25 01:53:56
2,1,2,52977,2,,https://api.github.com/repos/bitcoin/bitcoin/pulls/27/commits,1,331997,gavinandresen,listaccounts with minconf param was broken!,"Dumb bug:  listaccounts N ignores the N.

My only excuse is that this is a hard feature to test, because transactions confirmations just keep happening, at unpredictable times...
",https://api.github.com/repos/bitcoin/bitcoin/pulls/27,https://github.com/bitcoin/bitcoin/pull/27,closed,2011-01-10T18:58:12Z,2014-09-11T05:04:53Z,2011-01-18T19:36:06Z,2011-01-18T19:36:06Z,2eb09b66efba479acd6a7043ac42456c8733dce9,2017-03-25 01:07:24,2017-03-25 01:53:56
3,1,3,155301,0,c60563d906e095f0b7b9c7f6d79b5d6c442046ca,https://api.github.com/repos/bitcoin/bitcoin/pulls/253/commits,1,126646,laanwj,Remove send to IP address and IP transactions support,"Remove send to IP transaction support, as it is insecure and would confuse users when used. 

An IP is a terrible identifier as it does not identify a person or organization. Furthermore, man-in-the-middle attacks are trivial as the internet has no ""proof that you have ip XXX"" API. In the future address shortening services based on ""user@domain"" would be useful, but these will likely be based on third party APIs and not on this code.
- Removes logic to accept transfers by IP
- Removes UI logic to send transfers by IP (CSendingDialog). Entering an IP in the send box will always result in an error.

Discussion on forum: https://forum.bitcoin.org/index.php?topic=9334.0
",https://api.github.com/repos/bitcoin/bitcoin/pulls/253,https://github.com/bitcoin/bitcoin/pull/253,closed,2011-05-22T08:58:41Z,2014-06-12T10:23:09Z,2011-09-18T10:48:30Z,2011-09-18T10:48:30Z,0,2017-03-25 01:07:25,2017-03-25 01:07:25
4,1,4,159482,1,000f74a6df1143a8d97f2a4170ae2f90729be06e,https://api.github.com/repos/bitcoin/bitcoin/pulls/264/commits,1,548488,sipa,Fix for small change outputs,"With the separation of CENT and MIN_TX_FEE, it is now reasonable
to create change outputs between 0.01 and 0.0005, as these are
spendable according to the policy, even though they require a fee
to be paid.

Also, when enough fee was already present, everything can go into
a change output, without further increasing the fee.
",https://api.github.com/repos/bitcoin/bitcoin/pulls/264,https://github.com/bitcoin/bitcoin/pull/264,closed,2011-05-25T16:42:46Z,2014-07-15T07:35:06Z,2011-06-05T14:32:58Z,2011-06-05T14:32:58Z,ca253d591190255227e8c649b271503fdd1caf42,2017-03-25 01:07:26,2017-03-25 01:53:57
5,1,5,171875,1,14502540cb17bdb5b6c24c54e5896cc1af341d94,https://api.github.com/repos/bitcoin/bitcoin/pulls/300/commits,1,548488,sipa,non-blocking connect (by phantomcircuit),"Use non-blocking connects, and a select() call to wait a predefined
time (5s by default, but configurable with -timeout) for either
success or failure. This allows much more connections to be tried
per time unit.

Based on a patch by phantomcircuit.
",https://api.github.com/repos/bitcoin/bitcoin/pulls/300,https://github.com/bitcoin/bitcoin/pull/300,closed,2011-06-05T22:17:59Z,2014-07-07T20:31:39Z,2011-06-11T23:17:14Z,2011-06-11T23:17:14Z,76d660ebd336d3dd47dd555ebbaa721a4cc978b2,2017-03-25 01:07:26,2017-03-25 01:53:58
6,1,6,173108,1,0149a88fc03fe13035ad946628385da4a604f1a4,https://api.github.com/repos/bitcoin/bitcoin/pulls/304/commits,1,649246,TheBlueMatt,Fix CPU Usage bug when using -nolisten and have no connections.,"1/2 known Windows CPU Usage bugs fixed
",https://api.github.com/repos/bitcoin/bitcoin/pulls/304,https://github.com/bitcoin/bitcoin/pull/304,closed,2011-06-06T23:01:35Z,2014-07-15T07:29:00Z,2011-06-10T05:42:30Z,2011-06-10T05:42:29Z,c6710c7a70658536ab0217dff18a45622ea08680,2017-03-25 01:07:27,2017-03-25 01:55:09
7,1,7,198287,1,9531a98e1e70acd32fce494ab4b53b98483b89c0,https://api.github.com/repos/bitcoin/bitcoin/pulls/350/commits,0,126646,laanwj,CWallet: fix mapAddress book update,"Fix update of internal data structure (mapAddressBook) after changes to the address book, and add convenience methods EraseAddressBookName, GetDefaultAddress, SetDefaultAddress to be used from UI.

The problem was introduced in the new CWallet class; mapAddress book used to be updated in db.cpp. It now makes more sense to do the update directly in CWallet.
",https://api.github.com/repos/bitcoin/bitcoin/pulls/350,https://github.com/bitcoin/bitcoin/pull/350,closed,2011-06-26T17:30:01Z,2014-07-13T05:59:44Z,2011-10-05T15:43:46Z,,4552bcb9eb00f4b613ab707b12a7b08d5d3aa0e9,2017-03-25 01:07:28,2017-03-25 01:55:09
8,1,8,199827,3,5d68d792f87419a073f03a05581bd1db3f21f37a,https://api.github.com/repos/bitcoin/bitcoin/pulls/358/commits,0,858993,sgimenez,Address Book related Fixes,"This is a rebased series of patches from pull request #335

1) Fix the synchronization of sending addresses between a CWallet and its associated CWalletDB (this was reported independently in Issue #350).

2) Add a check for validity of sending addresses (Issue #328).

3) Avoid propagation of unnecessary updates to CWalletDB.

4) Fix the behavior of setaccount on sending addresses that are already listed in the Address Book. (Issue #329).

5) Add wallet methods GetDefaultAddress and SetDefaultAddress (contributed by laanwj in Issue #350).
",https://api.github.com/repos/bitcoin/bitcoin/pulls/358,https://github.com/bitcoin/bitcoin/pull/358,closed,2011-06-27T21:46:04Z,2014-07-13T05:23:55Z,2012-01-13T14:26:40Z,,21b31e1761ed06e07d898dc75013135da5b657a9,2017-03-25 01:07:28,2017-03-25 01:55:10
9,1,9,210727,2,c8109e73409bbde04a1be6c8b2a68803fee3e209,https://api.github.com/repos/bitcoin/bitcoin/pulls/385/commits,0,863728,somebadger,resource leak fix,"Fixed 2 Resource Leaks

http://forum.bitcoin.org/index.php?topic=22585.msg330333#msg330333
",https://api.github.com/repos/bitcoin/bitcoin/pulls/385,https://github.com/bitcoin/bitcoin/pull/385,closed,2011-07-06T05:02:11Z,2014-06-15T12:23:48Z,2011-09-19T11:05:04Z,,177130a7ceaef5477bc09dbae369ddd1dd8da55a,2017-03-25 01:07:29,2017-03-25 01:55:10
10,1,10,310115,1,e6ff4e98e04a92dd6c2e9675bcee92c9d481825c,https://api.github.com/repos/bitcoin/bitcoin/pulls/491/commits,1,331997,gavinandresen,Optimize database writes for transactions with lots of TxIns.,"Patch from ArtForz, who discovered the problem.

The problem was chaining large transactions (transactions with lots of ins and outs) would make the berkeley db transaction log get very big, as the dependencies (TxIns) of a transaction might be re-written multiple times.

With this fix, each each transaction referred to by TxIns is written once.
",https://api.github.com/repos/bitcoin/bitcoin/pulls/491,https://github.com/bitcoin/bitcoin/pull/491,closed,2011-09-05T18:48:30Z,2014-06-13T22:44:29Z,2011-09-06T17:47:28Z,2011-09-06T17:47:28Z,e077cce6179f499468b1c30583a529a7560c87cc,2017-03-25 01:07:30,2017-03-25 01:56:22
11,1,11,382813,1,dc7e98bfecef5f5749c9caf4198852f5f3a1e207,https://api.github.com/repos/bitcoin/bitcoin/pulls/573/commits,1,1095675,luke-jr,Bugfix: getmemorypool "bits" should be a hex-string,"Bugfix: ""bits"" should be a hex-string, not a number (that just doesn't make sense)

(suggest waiting for ACK from original getmemorypool author)
",https://api.github.com/repos/bitcoin/bitcoin/pulls/573,https://github.com/bitcoin/bitcoin/pull/573,closed,2011-10-06T16:48:52Z,2014-07-15T05:39:53Z,2011-10-09T17:32:22Z,2011-10-09T17:32:22Z,903a25583604b73e8b139c591b1e4a8a5402cbba,2017-03-25 01:07:30,2017-03-25 01:56:22
12,1,12,406856,0,9201b8bcfca6284d951362cc9f64f4f3fbdacef4,https://api.github.com/repos/bitcoin/bitcoin/pulls/586/commits,1,509047,cjdelisle,Added a workaround for an Ubuntu bug which causes -fstack-protector-all t,"Added a workaround for an Ubuntu bug which causes -fstack-protector-all to be disregarded.
this causes some functions not to be protected and leads to a warning:
""warning: not protecting function: no buffer at least 8 bytes long""
The bug which this is working around: https://bugs.launchpad.net/ubuntu/+source/gcc-4.5/+bug/691722
",https://api.github.com/repos/bitcoin/bitcoin/pulls/586,https://github.com/bitcoin/bitcoin/pull/586,closed,2011-10-17T00:33:16Z,2014-07-15T05:25:36Z,2011-10-24T18:29:32Z,2011-10-24T18:29:32Z,1e5f9393818cdc2264e7e44ed17291366da3dcb9,2017-03-25 01:07:31,2017-03-25 01:56:23
13,1,13,488702,1,7383a42ee426e03f341a6de044b90799e3faa4a8,https://api.github.com/repos/bitcoin/bitcoin/pulls/633/commits,1,126646,laanwj,RPC: do not launch Shutdown in a new thread in case we are running the UI,"This leads to the bitcoin core being shut down while the UI is accessing it, and generally results in a segmentation fault or crash. In case it is desirable to make it possible to shutdown the GUI from its RPC server, we'll need to implement a signal for it. For the mean time, this is a safe stopgap.

Reproducing the bug:

```
bitcoin-qt -testnet -server -datadir=&lt;new directory>
```

Output:

```
Warning: To use the ""-server"" option, you must set rpcpassword=<password>
in the configuration file: /tmp/test/testnet/bitcoin.conf
If the file does not exist, create it with owner-readable-only file permissions.
Segmentation fault
```

Also changes the Warning to an Error (as it is kind of fatal, terminating the rpc thread).
",https://api.github.com/repos/bitcoin/bitcoin/pulls/633,https://github.com/bitcoin/bitcoin/pull/633,closed,2011-11-12T13:07:39Z,2014-07-13T06:19:00Z,2011-11-14T14:56:57Z,2011-11-14T14:56:57Z,19197d5e2973785e37b8b0eeefc3d6af0b2bb1fc,2017-03-25 01:07:31,2017-03-25 01:56:24
14,1,14,1163228,1,8ac736287a0020871db9e67d279dee2d4692f0f3,https://api.github.com/repos/bitcoin/bitcoin/pulls/1094/commits,1,494411,jgarzik,Locking fix for AlreadyHave(),"Access to mapTransactions[] must be guarded by cs_mapTransactions lock.

Also, reformat long lines to make the switch statement more readable.
",https://api.github.com/repos/bitcoin/bitcoin/pulls/1094,https://github.com/bitcoin/bitcoin/pull/1094,closed,2012-04-13T22:26:50Z,2014-08-24T04:18:35Z,2012-04-17T16:23:50Z,2012-04-17T16:23:50Z,8deb9822e41602001b399944d8a182f48bc9d088,2017-03-25 01:07:32,2017-03-25 01:57:35
15,1,15,1167478,6,c628e1434d19525e896beab8fe36668d511552c9,https://api.github.com/repos/bitcoin/bitcoin/pulls/1106/commits,1,494411,jgarzik,Fix many sign-comparison warnings found in bitcoin codebase,"Sign comparison warnings are the largest class of warnings remaining.  These commits fix many of the warnings -- which were indeed valid.

The commits were broken up to make reviewing easier.
",https://api.github.com/repos/bitcoin/bitcoin/pulls/1106,https://github.com/bitcoin/bitcoin/pull/1106,closed,2012-04-15T21:01:59Z,2014-07-13T02:40:07Z,2012-04-17T17:55:56Z,2012-04-17T17:55:56Z,9fb89c26f3a3991d197b207f44ef79b1d16c26fc,2017-03-25 01:07:33,2017-03-25 01:57:35
16,1,16,1689716,1,d15700c98456348f57e03c6a1f2116e4cf4da211,https://api.github.com/repos/bitcoin/bitcoin/pulls/1542/commits,0,1419649,Diapolo,new splash screen image (fix for #1064),"I consider this a proposal to fix #1064 to not have the bad resize quality, when resizing the current splash screen image. I know we want to get rid of the splash screen in the future, but perhaps this is worth a quick discussion.

I was not too sure about the license stuff, so perhaps you guys can help me out there :).
",https://api.github.com/repos/bitcoin/bitcoin/pulls/1542,https://github.com/bitcoin/bitcoin/pull/1542,closed,2012-06-30T14:06:23Z,2014-07-12T23:12:17Z,2012-07-08T10:16:24Z,,806b030c5127a2670f62ce2bfc63e9623a1bb9f6,2017-03-25 01:07:33,2017-03-25 01:57:36
17,1,17,1689963,1,f5302cb07c96a537b8b1679cd9e7963933cf00a3,https://api.github.com/repos/bitcoin/bitcoin/pulls/1543/commits,0,1606235,cardpuncher,Increase the size of adressbookpage.ui in order to fix issue #1062,"The buttons at the bottom of the window are too small for the text they contain if the French locale is used, as discussed on issue #1062. This resizing seems to fix the problem, a screenshot showing the result follows:

![Desktop screenshot with the main and re-sized windows](http://ompldr.org/vZWtldQ/desktop_with_bitcoin.gif)
",https://api.github.com/repos/bitcoin/bitcoin/pulls/1543,https://github.com/bitcoin/bitcoin/pull/1543,closed,2012-06-30T16:31:40Z,2014-06-14T06:39:26Z,2012-07-19T11:36:57Z,,35dd1ed587bf39bf593947865e819f33e80428cb,2017-03-25 01:07:34,2017-03-25 01:57:36
18,1,18,5497577,1,68d6fe268903d77249dac27a71f8d94334e03eea,https://api.github.com/repos/bitcoin/bitcoin/pulls/2608/commits,1,178464,jonasschnelli,clear path cache after getting a proper config file (fixes #2605),"should fix #2605, retest please.
",https://api.github.com/repos/bitcoin/bitcoin/pulls/2608,https://github.com/bitcoin/bitcoin/pull/2608,closed,2013-05-02T16:58:50Z,2014-07-12T15:53:33Z,2013-05-03T11:52:04Z,2013-05-03T11:52:04Z,b357a71cfaf99dd2e7d203a12edfcc5df4a93386,2017-03-25 01:07:35,2017-03-25 01:58:48
19,1,19,15845924,1,99c34abf9b32718486e485aeca327f8db556f262,https://api.github.com/repos/bitcoin/bitcoin/pulls/4184/commits,1,3308193,dajohi,Fix incorrect checkpoint data for testnet3,,https://api.github.com/repos/bitcoin/bitcoin/pulls/4184,https://github.com/bitcoin/bitcoin/pull/4184,closed,2014-05-13T20:40:38Z,2014-06-13T05:57:32Z,2014-05-28T08:12:06Z,2014-05-28T08:12:06Z,122549f6dee5f4d4daf7091d6302c38ba13ffb01,2017-03-25 01:07:35,2017-03-25 01:58:48
20,1,20,17856736,2,cb5cff498f1716b06d2f45391f33cc47d2262253,https://api.github.com/repos/bitcoin/bitcoin/pulls/4450/commits,1,4284124,dgenr8,Check signatures before double-spend relay,"After it passes anti-DoS checks, mark a respend as relayable, but do not actually relay it until after the inputs are completely checked (for valid signatures especially).

This fixes a problem with #3883.
",https://api.github.com/repos/bitcoin/bitcoin/pulls/4450,https://github.com/bitcoin/bitcoin/pull/4450,closed,2014-07-01T21:42:47Z,2014-07-15T23:20:12Z,2014-07-04T03:51:03Z,2014-07-04T03:51:03Z,0da6b3fd187da3aa810aaa584d8bd197ad4fa2b9,2017-03-25 01:07:36,2017-03-25 01:58:49
