1,1,508115,21,Add time to category:move transactions,gavinandresen,closed,Bug,"Simple oversight.
",https://api.github.com/repos/bitcoin/bitcoin/issues/21,https://github.com/bitcoin/bitcoin/pull/21,https://api.github.com/repos/bitcoin/bitcoin/pulls/21,2011-01-05T14:54:04Z,2014-09-11T05:04:53Z,2011-01-06T21:59:02Z,50615,2017-03-24 23:24:54,2017-03-25 01:07:24
2,1,517989,27,listaccounts with minconf param was broken!,gavinandresen,closed,Bug,"Dumb bug:  listaccounts N ignores the N.

My only excuse is that this is a hard feature to test, because transactions confirmations just keep happening, at unpredictable times...
",https://api.github.com/repos/bitcoin/bitcoin/issues/27,https://github.com/bitcoin/bitcoin/pull/27,https://api.github.com/repos/bitcoin/bitcoin/pulls/27,2011-01-10T18:58:12Z,2014-09-11T05:04:53Z,2011-01-18T19:36:06Z,52977,2017-03-24 23:24:54,2017-03-25 01:07:24
3,1,937379,253,Remove send to IP address and IP transactions support,laanwj,closed,Bug,"Remove send to IP transaction support, as it is insecure and would confuse users when used. 

An IP is a terrible identifier as it does not identify a person or organization. Furthermore, man-in-the-middle attacks are trivial as the internet has no ""proof that you have ip XXX"" API. In the future address shortening services based on ""user@domain"" would be useful, but these will likely be based on third party APIs and not on this code.
- Removes logic to accept transfers by IP
- Removes UI logic to send transfers by IP (CSendingDialog). Entering an IP in the send box will always result in an error.

Discussion on forum: https://forum.bitcoin.org/index.php?topic=9334.0
",https://api.github.com/repos/bitcoin/bitcoin/issues/253,https://github.com/bitcoin/bitcoin/pull/253,https://api.github.com/repos/bitcoin/bitcoin/pulls/253,2011-05-22T08:58:41Z,2014-06-12T10:23:09Z,2011-09-18T10:48:30Z,155301,2017-03-24 23:24:54,2017-03-25 01:07:25
4,1,953908,264,Fix for small change outputs,sipa,closed,Bug,"With the separation of CENT and MIN_TX_FEE, it is now reasonable
to create change outputs between 0.01 and 0.0005, as these are
spendable according to the policy, even though they require a fee
to be paid.

Also, when enough fee was already present, everything can go into
a change output, without further increasing the fee.
",https://api.github.com/repos/bitcoin/bitcoin/issues/264,https://github.com/bitcoin/bitcoin/pull/264,https://api.github.com/repos/bitcoin/bitcoin/pulls/264,2011-05-25T16:42:50Z,2014-07-15T07:35:06Z,2011-06-05T14:32:58Z,159482,2017-03-24 23:24:54,2017-03-25 01:07:26
5,1,1006610,300,non-blocking connect (by phantomcircuit),sipa,closed,Bug,"Use non-blocking connects, and a select() call to wait a predefined
time (5s by default, but configurable with -timeout) for either
success or failure. This allows much more connections to be tried
per time unit.

Based on a patch by phantomcircuit.
",https://api.github.com/repos/bitcoin/bitcoin/issues/300,https://github.com/bitcoin/bitcoin/pull/300,https://api.github.com/repos/bitcoin/bitcoin/pulls/300,2011-06-05T22:17:59Z,2014-07-07T20:31:39Z,2011-06-11T23:17:14Z,171875,2017-03-24 23:24:54,2017-03-25 01:07:26
6,1,1012026,304,Fix CPU Usage bug when using -nolisten and have no connections.,TheBlueMatt,closed,Bug,"1/2 known Windows CPU Usage bugs fixed
",https://api.github.com/repos/bitcoin/bitcoin/issues/304,https://github.com/bitcoin/bitcoin/pull/304,https://api.github.com/repos/bitcoin/bitcoin/pulls/304,2011-06-06T23:01:35Z,2014-07-15T07:29:00Z,2011-06-10T05:42:30Z,173108,2017-03-24 23:24:54,2017-03-25 01:07:27
7,1,1117618,350,CWallet: fix mapAddress book update,laanwj,closed,Bug,"Fix update of internal data structure (mapAddressBook) after changes to the address book, and add convenience methods EraseAddressBookName, GetDefaultAddress, SetDefaultAddress to be used from UI.

The problem was introduced in the new CWallet class; mapAddress book used to be updated in db.cpp. It now makes more sense to do the update directly in CWallet.
",https://api.github.com/repos/bitcoin/bitcoin/issues/350,https://github.com/bitcoin/bitcoin/pull/350,https://api.github.com/repos/bitcoin/bitcoin/pulls/350,2011-06-26T17:30:01Z,2014-07-13T05:59:44Z,2011-10-05T15:43:46Z,198287,2017-03-24 23:24:54,2017-03-25 01:07:28
8,1,1125209,358,Address Book related Fixes,sgimenez,closed,Bug,"This is a rebased series of patches from pull request #335

1) Fix the synchronization of sending addresses between a CWallet and its associated CWalletDB (this was reported independently in Issue #350).

2) Add a check for validity of sending addresses (Issue #328).

3) Avoid propagation of unnecessary updates to CWalletDB.

4) Fix the behavior of setaccount on sending addresses that are already listed in the Address Book. (Issue #329).

5) Add wallet methods GetDefaultAddress and SetDefaultAddress (contributed by laanwj in Issue #350).
",https://api.github.com/repos/bitcoin/bitcoin/issues/358,https://github.com/bitcoin/bitcoin/pull/358,https://api.github.com/repos/bitcoin/bitcoin/pulls/358,2011-06-27T21:46:04Z,2014-07-13T05:23:55Z,2012-01-13T14:26:40Z,199827,2017-03-24 23:24:54,2017-03-25 01:07:28
9,1,1171964,385,resource leak fix,somebadger,closed,Bug,"Fixed 2 Resource Leaks

http://forum.bitcoin.org/index.php?topic=22585.msg330333#msg330333
",https://api.github.com/repos/bitcoin/bitcoin/issues/385,https://github.com/bitcoin/bitcoin/pull/385,https://api.github.com/repos/bitcoin/bitcoin/pulls/385,2011-07-06T05:02:11Z,2014-06-15T12:23:48Z,2011-09-19T11:05:04Z,210727,2017-03-24 23:24:54,2017-03-25 01:07:29
10,1,1572677,491,Optimize database writes for transactions with lots of TxIns.,gavinandresen,closed,Bug,"Patch from ArtForz, who discovered the problem.

The problem was chaining large transactions (transactions with lots of ins and outs) would make the berkeley db transaction log get very big, as the dependencies (TxIns) of a transaction might be re-written multiple times.

With this fix, each each transaction referred to by TxIns is written once.
",https://api.github.com/repos/bitcoin/bitcoin/issues/491,https://github.com/bitcoin/bitcoin/pull/491,https://api.github.com/repos/bitcoin/bitcoin/pulls/491,2011-09-05T18:48:30Z,2014-06-13T22:44:29Z,2011-09-06T17:47:28Z,310115,2017-03-24 23:24:54,2017-03-25 01:07:30
